[ID]	[KEY/ABSTRACT]	[KEYWORDS]	[DISCOURSE (T/I/B/C)]	[NUM_PARAGRAPHS]	[PARAGRAPH]	[PREVIOUS_PARAGRAPH]
plot-48_0	K	вещий сон[SEP]позвал своих приказчиков и велел взять непослушного сына и привязать к столбу на большой дороге[SEP]через час времени позвала их к себе елена прекрасная и стала отыскивать виноватого[SEP]елена прекрасная показывает ему три волоса серебряные да три золотые и спрашивает[SEP]отдал царевич приказание — и вскоре явились во дворец двенадцать добрых молодцев[SEP]тем временем елена прекрасная отдавала такой приказ своей любимой служанке[SEP]а иван — купеческий сын забрал все диковинки и вернулся к своим товарищам[SEP]собрался и поехал в чужедальнее государство свататься к елене прекрасной[SEP]с этим словом вынул он из кармана другой башмачок и положил его на стол[SEP]угостила всякими яствами и дорогими напитками и потом	I	5	Жил-был купец, у него было два сына	NA
plot-48_1	K	вещий сон[SEP]позвал своих приказчиков и велел взять непослушного сына и привязать к столбу на большой дороге[SEP]через час времени позвала их к себе елена прекрасная и стала отыскивать виноватого[SEP]елена прекрасная показывает ему три волоса серебряные да три золотые и спрашивает[SEP]отдал царевич приказание — и вскоре явились во дворец двенадцать добрых молодцев[SEP]тем временем елена прекрасная отдавала такой приказ своей любимой служанке[SEP]а иван — купеческий сын забрал все диковинки и вернулся к своим товарищам[SEP]собрался и поехал в чужедальнее государство свататься к елене прекрасной[SEP]с этим словом вынул он из кармана другой башмачок и положил его на стол[SEP]угостила всякими яствами и дорогими напитками и потом	B	5	Дмитрий да Иван	Жил-был купец, у него было два сына
plot-48_2	K	вещий сон[SEP]позвал своих приказчиков и велел взять непослушного сына и привязать к столбу на большой дороге[SEP]через час времени позвала их к себе елена прекрасная и стала отыскивать виноватого[SEP]елена прекрасная показывает ему три волоса серебряные да три золотые и спрашивает[SEP]отдал царевич приказание — и вскоре явились во дворец двенадцать добрых молодцев[SEP]тем временем елена прекрасная отдавала такой приказ своей любимой служанке[SEP]а иван — купеческий сын забрал все диковинки и вернулся к своим товарищам[SEP]собрался и поехал в чужедальнее государство свататься к елене прекрасной[SEP]с этим словом вынул он из кармана другой башмачок и положил его на стол[SEP]угостила всякими яствами и дорогими напитками и потом	B	5	Раз вечером сказал им отец	Дмитрий да Иван
plot-48_3	K	вещий сон[SEP]позвал своих приказчиков и велел взять непослушного сына и привязать к столбу на большой дороге[SEP]через час времени позвала их к себе елена прекрасная и стала отыскивать виноватого[SEP]елена прекрасная показывает ему три волоса серебряные да три золотые и спрашивает[SEP]отдал царевич приказание — и вскоре явились во дворец двенадцать добрых молодцев[SEP]тем временем елена прекрасная отдавала такой приказ своей любимой служанке[SEP]а иван — купеческий сын забрал все диковинки и вернулся к своим товарищам[SEP]собрался и поехал в чужедальнее государство свататься к елене прекрасной[SEP]с этим словом вынул он из кармана другой башмачок и положил его на стол[SEP]угостила всякими яствами и дорогими напитками и потом	B	5	— Ну, дети, кому что во сне привидится, поутру мне поведайте	Раз вечером сказал им отец
plot-48_4	K	вещий сон[SEP]позвал своих приказчиков и велел взять непослушного сына и привязать к столбу на большой дороге[SEP]через час времени позвала их к себе елена прекрасная и стала отыскивать виноватого[SEP]елена прекрасная показывает ему три волоса серебряные да три золотые и спрашивает[SEP]отдал царевич приказание — и вскоре явились во дворец двенадцать добрых молодцев[SEP]тем временем елена прекрасная отдавала такой приказ своей любимой служанке[SEP]а иван — купеческий сын забрал все диковинки и вернулся к своим товарищам[SEP]собрался и поехал в чужедальнее государство свататься к елене прекрасной[SEP]с этим словом вынул он из кармана другой башмачок и положил его на стол[SEP]угостила всякими яствами и дорогими напитками и потом	C	5	а кто утаит свой сон, того казнить велю Вот наутро приходит старший сын и сказывает отцу — Снилось мне, батюшка, будто брат Иван высоко летал по поднебесью да двенадцати орлах да еще будто пропала у тебя любимая овца — А тебе, Ваня, что привиделось — отвечал Иван Сколько отец ни принуждал его, он уперся и на все увещания одно твердил да Не скажу Купец рассердился, позвал своих приказчиков и велел взять непослушного сына и привязать к столбу на большой дороге Приказчики схватили Ивана и, как сказано, привязали его к столбу крепко-накрепко Плохо пришлось доброму молодцу солнце печет его, голод и жажда измучили Случилось ехать по той дороге молодому царевичу увидал он купеческого сына, сжалился и велел освободить его, нарядил в свою одежду, привез к себе во дворец и начал расспрашивать — Кто тебя к столбу привязал — Родной отец прогневался — Чем же ты провинился — Не хотел рассказать ему, что мне во сне привиделось — Ах, как же глуп твой отец, за такую безделицу да так жестоко наказывать А что тебе снилось — Не скажу, царевич — Как не скажешь Я тебя от смерти избавил, а ты мне грубить хочешь Говори сейчас, не то худо будет — Отцу не сказал и тебе не скажу Царевич приказал посадить его в темницу тотчас прибежали солдаты и отвели его в каменный мешок Прошел год, вздумал царевич жениться, собрался и поехал в чужедальнее государство свататься к Елене Прекрасной У того царевича была родная сестра, и вскоре после его отъезда случилось ей гулять возле самой темницы Увидал ее в окошечко Иван — купеческий сын и закричал громким голосом — Смилуйся, царевна, выпусти меня на волю Может, и я пригожуся Ведь я знаю, что царевич поехал к Елене Прекрасной свататься только без меня ему не жениться, а разве головой поплатиться Чай, сама слышала, какая хитрая Елена Прекрасная и сколько женихов на тот свет спровадила — А ты берешься помочь царевичу — Помог бы, да крылья у сокола связаны Царевна тотчас же отдала приказ выпустить его из темницы Иван — купеческий сын набрал себе товарищей, и было всех их и с Иваном двенадцать человек, а похожи друг на дружку словно братья родные — рост в рост, голос в голос, волос в волос Нарядились они в одинаковые кафтаны, по одной мерке шитые, сели на добрых коней и поехали в путь-дорогу Ехали день, и два, и три — Стойте, братцы — говорит Иван — Здравствуйте, старые	— Ну, дети, кому что во сне привидится, поутру мне поведайте
plot-49_0	K	овца лиса и волк[SEP]что мужик на тропинке поставил капкан[SEP]вот и вздумала уйти куда глаза глядят[SEP]подвела волка к капкану и говорит[SEP]лиса услышала это и подхватила[SEP]волк сдуру сунулся туда мордой[SEP]убежала у одного мужика овца[SEP]лиса с овцой убежали подобру[SEP]капкан щелкнул и ухватил его[SEP]встретился им голодный волк[SEP]ястреб ли курочку словят	I	5	Убежала у одного мужика овца	NA
plot-49_1	K	овца лиса и волк[SEP]что мужик на тропинке поставил капкан[SEP]вот и вздумала уйти куда глаза глядят[SEP]подвела волка к капкану и говорит[SEP]лиса услышала это и подхватила[SEP]волк сдуру сунулся туда мордой[SEP]убежала у одного мужика овца[SEP]лиса с овцой убежали подобру[SEP]капкан щелкнул и ухватил его[SEP]встретился им голодный волк[SEP]ястреб ли курочку словят	B	5	Навстречу ей — лиса	Убежала у одного мужика овца
plot-49_2	K	овца лиса и волк[SEP]что мужик на тропинке поставил капкан[SEP]вот и вздумала уйти куда глаза глядят[SEP]подвела волка к капкану и говорит[SEP]лиса услышала это и подхватила[SEP]волк сдуру сунулся туда мордой[SEP]убежала у одного мужика овца[SEP]лиса с овцой убежали подобру[SEP]капкан щелкнул и ухватил его[SEP]встретился им голодный волк[SEP]ястреб ли курочку словят	B	5	— Куда, овечка, идешь	Навстречу ей — лиса
plot-49_3	K	овца лиса и волк[SEP]что мужик на тропинке поставил капкан[SEP]вот и вздумала уйти куда глаза глядят[SEP]подвела волка к капкану и говорит[SEP]лиса услышала это и подхватила[SEP]волк сдуру сунулся туда мордой[SEP]убежала у одного мужика овца[SEP]лиса с овцой убежали подобру[SEP]капкан щелкнул и ухватил его[SEP]встретился им голодный волк[SEP]ястреб ли курочку словят	B	5	Куда путь держишь	— Куда, овечка, идешь
plot-49_4	K	овца лиса и волк[SEP]что мужик на тропинке поставил капкан[SEP]вот и вздумала уйти куда глаза глядят[SEP]подвела волка к капкану и говорит[SEP]лиса услышала это и подхватила[SEP]волк сдуру сунулся туда мордой[SEP]убежала у одного мужика овца[SEP]лиса с овцой убежали подобру[SEP]капкан щелкнул и ухватил его[SEP]встретился им голодный волк[SEP]ястреб ли курочку словят	C	5	— Ох, лисичка-сестричка Была я у мужика, да житья мне не стало где баран сдурит-напроказит, а все я, виновата Вот и вздумала уйти куда глаза глядят — говорит лиса — Где коршун ли, ястреб ли курочку словят, а все я, лиса, виновата Побежим-ка вместе Встретился им голодный волк — Овца и лиса, далече ли бредете — А куда глаза глядят — Пойдемте вместе Пошли они втроем Вдруг волк говорит овце — А что, овца, ведь на тебе тулуп-то мой Лиса услышала это и подхватила — Вправду, братец, твой — Верно говорю, мой тулуп — И к присяге пойдешь — Пойду, — говорит волк — Тогда целуй присягу Лиса сметила, что мужик на тропинке поставил капкан Подвела волка к капкану и говорит — Вот здесь и целуй Волк сдуру сунулся туда мордой капкан щелкнул и ухватил его Лиса с овцой убежали подобру-поздорову	Куда путь держишь
plot-50_0	K	царица гусляр[SEP]если сама поеду — увидит меня проклятый король и возьмет к себе заместо жены[SEP]а по утрам надевает на них проклятый король хомуты и пашет пашню до вечера[SEP]в тот же самый день неизвестно куда скрылася и все это время пропадала[SEP]чтоб все добро продавала да меня выкупала — небось ничего не сделала[SEP]гусляр сбросил с себя верхнюю одежду — и все тотчас узнали царицу[SEP]пожил он с нею немалое время и задумал ехать в чужедальнюю землю[SEP]приходит к проклятому королю на двор и заиграла в гусли[SEP]— все наше имение да приезжай выкупать меня из неволи[SEP]прожил гусляр у короля три дня и приходит прощаться[SEP]тут они	I	5	В некоем царстве, в некоем государстве жил-был царь с царицею	NA
plot-50_1	K	царица гусляр[SEP]если сама поеду — увидит меня проклятый король и возьмет к себе заместо жены[SEP]а по утрам надевает на них проклятый король хомуты и пашет пашню до вечера[SEP]в тот же самый день неизвестно куда скрылася и все это время пропадала[SEP]чтоб все добро продавала да меня выкупала — небось ничего не сделала[SEP]гусляр сбросил с себя верхнюю одежду — и все тотчас узнали царицу[SEP]пожил он с нею немалое время и задумал ехать в чужедальнюю землю[SEP]приходит к проклятому королю на двор и заиграла в гусли[SEP]— все наше имение да приезжай выкупать меня из неволи[SEP]прожил гусляр у короля три дня и приходит прощаться[SEP]тут они	B	5	пожил он с нею немалое время и задумал ехать в чужедальнюю землю	В некоем царстве, в некоем государстве жил-был царь с царицею
plot-50_2	K	царица гусляр[SEP]если сама поеду — увидит меня проклятый король и возьмет к себе заместо жены[SEP]а по утрам надевает на них проклятый король хомуты и пашет пашню до вечера[SEP]в тот же самый день неизвестно куда скрылася и все это время пропадала[SEP]чтоб все добро продавала да меня выкупала — небось ничего не сделала[SEP]гусляр сбросил с себя верхнюю одежду — и все тотчас узнали царицу[SEP]пожил он с нею немалое время и задумал ехать в чужедальнюю землю[SEP]приходит к проклятому королю на двор и заиграла в гусли[SEP]— все наше имение да приезжай выкупать меня из неволи[SEP]прожил гусляр у короля три дня и приходит прощаться[SEP]тут они	B	5	Отдал приказы министрам, попрощался с женою и отправился в дорогу	пожил он с нею немалое время и задумал ехать в чужедальнюю землю
plot-50_3	K	царица гусляр[SEP]если сама поеду — увидит меня проклятый король и возьмет к себе заместо жены[SEP]а по утрам надевает на них проклятый король хомуты и пашет пашню до вечера[SEP]в тот же самый день неизвестно куда скрылася и все это время пропадала[SEP]чтоб все добро продавала да меня выкупала — небось ничего не сделала[SEP]гусляр сбросил с себя верхнюю одежду — и все тотчас узнали царицу[SEP]пожил он с нею немалое время и задумал ехать в чужедальнюю землю[SEP]приходит к проклятому королю на двор и заиграла в гусли[SEP]— все наше имение да приезжай выкупать меня из неволи[SEP]прожил гусляр у короля три дня и приходит прощаться[SEP]тут они	B	5	Долго ли, коротко ли — приехал в чужедальнюю землю, а в той земле правил проклятый король	Отдал приказы министрам, попрощался с женою и отправился в дорогу
plot-50_4	K	царица гусляр[SEP]если сама поеду — увидит меня проклятый король и возьмет к себе заместо жены[SEP]а по утрам надевает на них проклятый король хомуты и пашет пашню до вечера[SEP]в тот же самый день неизвестно куда скрылася и все это время пропадала[SEP]чтоб все добро продавала да меня выкупала — небось ничего не сделала[SEP]гусляр сбросил с себя верхнюю одежду — и все тотчас узнали царицу[SEP]пожил он с нею немалое время и задумал ехать в чужедальнюю землю[SEP]приходит к проклятому королю на двор и заиграла в гусли[SEP]— все наше имение да приезжай выкупать меня из неволи[SEP]прожил гусляр у короля три дня и приходит прощаться[SEP]тут они	C	5	Увидал этот король царя, велел схватить его и посадить в темницу Много у него в темнице всяких невольников по ночам в цепях сидят, а по утрам надевает на них проклятый король хомуты и пашет пашню до вечера Вот в такой-то муке прожил царь целые три года и не знает, как ему оттудова вырваться, как дать о себе царице весточку И выискал-таки случай, написал к ней письмецо — Продавай, — пишет, — все наше имение да приезжай выкупать меня из неволи Получила царица письмо, прочитала и восплакала — Как мне выкупить царя Если сама поеду — увидит меня проклятый король и возьмет к себе заместо жены если министров пошлю — на них надежи нет И что ж она вздумала Остригла свои косы русые, нарядилась музыкантом, взяла гусли и, никому не сказавшись, отправилась в путь-дорогу дальнюю Приходит к проклятому королю на двор и заиграла в гусли, да так хорошо, что век бы слушал — не наслушался Король как услыхал такую славную музыку, тотчас велел позвать гусляра во дворец — Здравствуй, гусляр Из которой земли ты, из которого царства — спрашивает король Отвечает ему гусляр — Сызмала хожу, ваше величество, по белому свету, людей веселю да тем свою голову кормлю — Оставайся-ка у меня, поживи день, другой, третий я тебя щедро награжу Гусляр остался день-деньской перед королем играет, а тот все досыта не наслушается Экая славная музыка Всякую скуку, всякую тоску как рукой снимает Прожил гусляр у короля три дня и приходит прощаться — Что ж тебе за труды пожаловать — спрашивает король — А пожалуй, государь, мне единого невольника, у тебя много в темнице насажено а мне нужен товарищ в дороге Хожу я по чужедальным государствам иной раз не с кем слова вымолвить — Изволь, выбирай себе любого — сказал король и повел гусляра в темницу Гусляр оглянул заключенных, выбрал себе царя-невольника, и пошли они вместе странствовать Подходят к своему государству, царь и говорит — Отпусти меня, добрый человек Я ведь — не простой невольник, я сам царь сколько хочешь бери выкупу ни денег, ни крестьян не пожалею — Ступай с богом, — говорит гусляр, — мне твоего ничего не надо — Ну, хоть в гости ко мне зайди — Будет время — побываю Тут они распрощались и пошли каждый своею дорогою Царица побежала окольною дорогою, прежде мужа домой поспела, сняла с себя гуслярское платье и нарядилась, как быть следует Через час времени закричали, забегали по дворцу придворные царь пришел Поздоровался с министрами и говорит — Вот, господа, какова жена у меня — Ваше величество	Долго ли, коротко ли — приехал в чужедальнюю землю, а в той земле правил проклятый король
plot-51_0	K	несмеяна царевна[SEP]пошел напиться и выпустил невзначай из рук — денежка в колодезь и потонула[SEP]нагнулся в колодезь — денежка у него выкатилась и потонула на дно[SEP]и снова за работу — каждое дело в его руках огнем горит[SEP]на другом конце в своем уголке жил честной работник[SEP]зажал ее в горсть да вздумал водицы напиться[SEP]и стал работник перед царским лицом молодец[SEP]открывает он свои царские палаты для всех[SEP]и всех их призирает и рассуждает господь[SEP]полились меды — царевна все не смеется[SEP]в высоком терему красовалась несмеяна	I	5	Как подумаешь, куда велик божий свет	NA
plot-51_1	K	несмеяна царевна[SEP]пошел напиться и выпустил невзначай из рук — денежка в колодезь и потонула[SEP]нагнулся в колодезь — денежка у него выкатилась и потонула на дно[SEP]и снова за работу — каждое дело в его руках огнем горит[SEP]на другом конце в своем уголке жил честной работник[SEP]зажал ее в горсть да вздумал водицы напиться[SEP]и стал работник перед царским лицом молодец[SEP]открывает он свои царские палаты для всех[SEP]и всех их призирает и рассуждает господь[SEP]полились меды — царевна все не смеется[SEP]в высоком терему красовалась несмеяна	B	5	Живут в нем люди богатые и бедные, и всем им просторно, и всех их призирает и рассуждает господь	Как подумаешь, куда велик божий свет
plot-51_2	K	несмеяна царевна[SEP]пошел напиться и выпустил невзначай из рук — денежка в колодезь и потонула[SEP]нагнулся в колодезь — денежка у него выкатилась и потонула на дно[SEP]и снова за работу — каждое дело в его руках огнем горит[SEP]на другом конце в своем уголке жил честной работник[SEP]зажал ее в горсть да вздумал водицы напиться[SEP]и стал работник перед царским лицом молодец[SEP]открывает он свои царские палаты для всех[SEP]и всех их призирает и рассуждает господь[SEP]полились меды — царевна все не смеется[SEP]в высоком терему красовалась несмеяна	B	5	Живут роскошные — и празднуют, живут горемычные — и трудятся	Живут в нем люди богатые и бедные, и всем им просторно, и всех их призирает и рассуждает господь
plot-51_3	K	несмеяна царевна[SEP]пошел напиться и выпустил невзначай из рук — денежка в колодезь и потонула[SEP]нагнулся в колодезь — денежка у него выкатилась и потонула на дно[SEP]и снова за работу — каждое дело в его руках огнем горит[SEP]на другом конце в своем уголке жил честной работник[SEP]зажал ее в горсть да вздумал водицы напиться[SEP]и стал работник перед царским лицом молодец[SEP]открывает он свои царские палаты для всех[SEP]и всех их призирает и рассуждает господь[SEP]полились меды — царевна все не смеется[SEP]в высоком терему красовалась несмеяна	B	5	каждому своя доля	Живут роскошные — и празднуют, живут горемычные — и трудятся
plot-51_4	K	несмеяна царевна[SEP]пошел напиться и выпустил невзначай из рук — денежка в колодезь и потонула[SEP]нагнулся в колодезь — денежка у него выкатилась и потонула на дно[SEP]и снова за работу — каждое дело в его руках огнем горит[SEP]на другом конце в своем уголке жил честной работник[SEP]зажал ее в горсть да вздумал водицы напиться[SEP]и стал работник перед царским лицом молодец[SEP]открывает он свои царские палаты для всех[SEP]и всех их призирает и рассуждает господь[SEP]полились меды — царевна все не смеется[SEP]в высоком терему красовалась несмеяна	C	5	В царских палатах, в княжьих чертогах, в высоком терему красовалась Несмеяна-царевна Какое ей было житье, какое приволье, какое роскошье Всего много, все есть, чего душа хочет а никогда она не улыбалась, никогда не смеялась, словно сердце ее ничему не радовалось Горько было царю-отцу глядеть на печальную дочь Открывает он свои царские палаты для всех, кто пожелает быть его гостем — Пускай, — говорит, — пытаются развеселить Несмеяну-царевну кому удастся, тому она будет женою Только это вымолвил, как закипел народ у княжьих ворот Со всех сторон едут, идут — и царевичи и княжевичи, и бояре и дворяне, полковые и простые начались пиры, полились меды — царевна все не смеется На другом конце в своем уголке жил честной работник по утрам он двор убирал, вечерами скот пасал, в беспрестанных был трудах Хозяин его — человек богатый, правдивый, платою не обижал Только покончился год, он ему мешок денег на стол — Бери, — говорит, — сколько хочешь А сам в двери и вышел вон Работник подошел к столу и думает как бы перед богом не согрешить, за труды лишнего не положить Выбрал одну только денежку, зажал ее в горсть да вздумал водицы напиться, нагнулся в колодезь — денежка у него выкатилась и потонула на дно Остался бедняк ни при чем Другой бы на его месте заплакал, затужил и с досады б руки сложил, а он нет — Все, — говорит, — бог посылает господь знает, кому что давать кого деньгами наделяет, у кого последние отнимает Видно, я худо рачил, мало трудился, теперь стану усердней И снова за работу — каждое дело в его руках огнем горит Кончился срок, минул еще год, хозяин ему мешок денег на стол — Бери, — говорит, — сколько душа хочет А сам в двери и вышел вон Работник опять думает, чтоб бога не прогневить, за труд лишнего не положить взял денежку, пошел напиться и выпустил невзначай из рук — денежка в колодезь и потонула Еще усерднее принялся он за работу ночь недосыпает, день недоедает у кого хлеб сохнет, желтеет, а у его хозяина все бутеет чья скотина ноги завивает, а его по улице брыкает чьих коней под гору тащат, а его и в поводу не сдержать Хозяин разумел, кого благодарить, кому спасибо говорить Кончился срок, миновал третий год, он кучу денег на стол — Бери, работничек, сколько душа хочет твой труд, твоя и деньга А сам вышел вон Берет работник опять одну денежку, идет к колодезю воды испить — глядь Дай денежку	каждому своя доля
plot-52_0	K	байка про тетерева[SEP]на вольный свет выводили и по вольному свету летали и опять зимой в снегу ночевали[SEP]кузнецов нет — топор сковать некому »[SEP]с детками они во чисто поле ходили[SEP]некому выстроить тетереву домишко[SEP]яичушки сносили и деток выводили[SEP]захотел тетерев дом строить[SEP]лучше на березыньках сидеть[SEP]по вольному свету полетал[SEP]« что ж мне дом заводить[SEP]красну весну встречать	I	5	Захотел тетерев дом строить	NA
plot-52_1	K	байка про тетерева[SEP]на вольный свет выводили и по вольному свету летали и опять зимой в снегу ночевали[SEP]кузнецов нет — топор сковать некому »[SEP]с детками они во чисто поле ходили[SEP]некому выстроить тетереву домишко[SEP]яичушки сносили и деток выводили[SEP]захотел тетерев дом строить[SEP]лучше на березыньках сидеть[SEP]по вольному свету полетал[SEP]« что ж мне дом заводить[SEP]красну весну встречать	B	5	Подумал-подумал	Захотел тетерев дом строить
plot-52_2	K	байка про тетерева[SEP]на вольный свет выводили и по вольному свету летали и опять зимой в снегу ночевали[SEP]кузнецов нет — топор сковать некому »[SEP]с детками они во чисто поле ходили[SEP]некому выстроить тетереву домишко[SEP]яичушки сносили и деток выводили[SEP]захотел тетерев дом строить[SEP]лучше на березыньках сидеть[SEP]по вольному свету полетал[SEP]« что ж мне дом заводить[SEP]красну весну встречать	B	5	«Топора нет, кузнецов нет — топор сковать некому»	Подумал-подумал
plot-52_3	K	байка про тетерева[SEP]на вольный свет выводили и по вольному свету летали и опять зимой в снегу ночевали[SEP]кузнецов нет — топор сковать некому »[SEP]с детками они во чисто поле ходили[SEP]некому выстроить тетереву домишко[SEP]яичушки сносили и деток выводили[SEP]захотел тетерев дом строить[SEP]лучше на березыньках сидеть[SEP]по вольному свету полетал[SEP]« что ж мне дом заводить[SEP]красну весну встречать	B	5	Некому выстроить тетереву домишко	«Топора нет, кузнецов нет — топор сковать некому»
plot-52_4	K	байка про тетерева[SEP]на вольный свет выводили и по вольному свету летали и опять зимой в снегу ночевали[SEP]кузнецов нет — топор сковать некому »[SEP]с детками они во чисто поле ходили[SEP]некому выстроить тетереву домишко[SEP]яичушки сносили и деток выводили[SEP]захотел тетерев дом строить[SEP]лучше на березыньках сидеть[SEP]по вольному свету полетал[SEP]« что ж мне дом заводить[SEP]красну весну встречать	C	5	«Что ж мне дом заводить Одна-то ночь куда ни шла » Бултых в снег В снегу ночку ночевал, поутру рано вставал, по вольному свету полетал, громко, шибко покричал, товарищей поискал Спустился на землю, свиделся с товарищем Они играли, по кусточкам бродили, местечко искали, гнездышки свивали, яичушки сносили и деток выводили С детками они во чисто поле ходили, деток мошками кормили, на вольный свет выводили и по вольному свету летали и опять зимой в снегу ночевали «А одна-то ночь куда ни шла Чем нам дом заводить, лучше на березыньках сидеть, во чисто поле глядеть, красну весну встречать, шулдар-булдары кричать	Некому выстроить тетереву домишко
plot-53_0	K	похороны козла[SEP]тотчас бросился дьячок на колокольню и начал валять во все колокола[SEP]он перед смертью отказал вашему преосвященству тысячу рублей[SEP]— что же ты давно не известил меня о его преславной кончине[SEP]пришли к старику поп и дьякон и начали похороны отправлять[SEP]потребовал архиерей к себе на расправу старика с попом[SEP]так нам за это будет перед богом и перед людьми грешно[SEP]да вдруг передними ногами и провалился в рыхлую землю[SEP]вот стали про то дело говорить промеж себя прихожане[SEP]а лучше пойду я к попу и попрошу похоронить козла по[SEP]а зачем ты по сю пору не дал мне знать о его кончине	I	5	Жили старик со старухою	NA
plot-53_1	K	похороны козла[SEP]тотчас бросился дьячок на колокольню и начал валять во все колокола[SEP]он перед смертью отказал вашему преосвященству тысячу рублей[SEP]— что же ты давно не известил меня о его преславной кончине[SEP]пришли к старику поп и дьякон и начали похороны отправлять[SEP]потребовал архиерей к себе на расправу старика с попом[SEP]так нам за это будет перед богом и перед людьми грешно[SEP]да вдруг передними ногами и провалился в рыхлую землю[SEP]вот стали про то дело говорить промеж себя прихожане[SEP]а лучше пойду я к попу и попрошу похоронить козла по[SEP]а зачем ты по сю пору не дал мне знать о его кончине	B	5	не было у них ни одного детища, только и был, что козёл	Жили старик со старухою
